Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Netherlands,NLD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,97.5
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Netherlands,NLD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Netherlands,NLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1.01801E+12
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,58061.00167
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.210000038
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
New Caledonia,NCL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
New Caledonia,NCL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
New Caledonia,NCL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,NA
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
New Zealand,NZL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,97.5
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
New Zealand,NZL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
New Zealand,NZL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2.49992E+11
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,48801.68513
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.779999971
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Nicaragua,NIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.25
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Nicaragua,NIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Nicaragua,NIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,14013022092
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2090.753461
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Niger,NER,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.875
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Niger,NER,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Niger,NER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,14950949875
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,594.9251089
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Nigeria,NGA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,63.125
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Nigeria,NGA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4.40777E+11
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2085.030765
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
North Macedonia,MKD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
North Macedonia,MKD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
North Macedonia,MKD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,13879269152
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6720.896285
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.77999973
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Northern Mariana Islands,MNP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Northern Mariana Islands,MNP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Northern Mariana Islands,MNP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,NA
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Norway,NOR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,96.875
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Norway,NOR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Norway,NOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,4.82437E+11
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,89202.75054
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.369999886
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Oman,OMN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,38.75
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Oman,OMN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Oman,OMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,85868626528
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,16439.29645
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Pakistan,PAK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,55.625
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Pakistan,PAK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Pakistan,PAK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3.46343E+11
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1537.936411
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.340000153
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Palau,PLW,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.25
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Palau,PLW,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Palau,PLW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,NA
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Panama,PAN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,79.375
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Panama,PAN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Panama,PAN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,63605065800
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,14516.45805
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.28999996
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Papua New Guinea,PNG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,60
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Papua New Guinea,PNG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Papua New Guinea,PNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,26594277246
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2916.357349
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Paraguay,PRY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,94.375
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Paraguay,PRY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Paraguay,PRY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,38986810989
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5400.103826
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.309999943
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Peru,PER,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,95
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Peru,PER,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Peru,PER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2.23249E+11
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6692.248375
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.099999905
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Philippines,PHL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.75
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Philippines,PHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Philippines,PHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,3.94086E+11
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3548.828323
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Poland,POL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,93.75
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Poland,POL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,6.74048E+11
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,17840.92105
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.359999895
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Portugal,PRT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Portugal,PRT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2.49886E+11
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,24262.18094
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.579999924
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Puerto Rico,PRI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,83.75
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Puerto Rico,PRI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Puerto Rico,PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,NA
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.900000095
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Qatar,QAT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Qatar,QAT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1.79571E+11
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,61275.99827
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Romania,ROU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,90.625
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Romania,ROU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Romania,ROU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2.84088E+11
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,14861.90917
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.590000153
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Russian Federation,RUS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,73.125
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Russian Federation,RUS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Russian Federation,RUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1.7758E+12
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,12172.78516
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Rwanda,RWA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,83.75
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Rwanda,RWA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Rwanda,RWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,11070356519
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,833.8298757
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Samoa,WSM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,75
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Samoa,WSM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Samoa,WSM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,788389971.6
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3939.113696
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
San Marino,SMR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,80
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
San Marino,SMR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
San Marino,SMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,NA
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sao Tome and Principe,STP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,83.125
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sao Tome and Principe,STP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sao Tome and Principe,STP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,547092915
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2449.333442
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Saudi Arabia,SAU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,80
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Saudi Arabia,SAU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Saudi Arabia,SAU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,8.33541E+11
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,23585.88563
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Senegal,SEN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,66.875
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Senegal,SEN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Senegal,SEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,27625388352
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1606.472061
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Serbia,SRB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,93.75
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Serbia,SRB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Serbia,SRB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,63068134601
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,9214.993546
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.06000042
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Seychelles,SYC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,76.25
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Seychelles,SYC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Seychelles,SYC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1320053793
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,13306.7256
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sierra Leone,SLE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,72.5
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sierra Leone,SLE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sierra Leone,SLE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,4200380124
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,515.9320918
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Singapore,SGP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,82.5
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Singapore,SGP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Singapore,SGP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,3.96987E+11
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,72794.00302
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.539999962
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sint Maarten (Dutch part),SXM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sint Maarten (Dutch part),SXM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sint Maarten (Dutch part),SXM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,NA
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Slovak Republic,SVK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Slovak Republic,SVK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Slovak Republic,SVK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1.14871E+11
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,21087.8461
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.829999924
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Slovenia,SVN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,96.875
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Slovenia,SVN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Slovenia,SVN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,61526331889
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,29200.81988
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.739999771
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Solomon Islands,SLB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.875
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
